waypoint1	waypoint2	distance_m	duration_s
Cauvery Wildlife Sanctuary	Aihole	613654	41472
Gulbarga	Cauvery Wildlife Sanctuary	792840	55049
Balmuri Falls	Cauvery Wildlife Sanctuary	164597	14528
Triveni Sangama	Cauvery Wildlife Sanctuary	1962592	122176
Cauvery Wildlife Sanctuary	Sri Nimishambha Temple	157494	13946
Bheemeshwari	Cauvery Wildlife Sanctuary	233809	17457
Shivanasamudra	Cauvery Wildlife Sanctuary	106247	9840
Kumara Parvatha	Cauvery Wildlife Sanctuary	291076	24929
Gokarna Beach	Someshwara Wildlife Sanctuary	201560	15089
Someshwara Wildlife Sanctuary	Marwanthe Beach	75401	5905
Someshwara Wildlife Sanctuary	Karwar Beach	241247	17397
Malpe Beach	Someshwara Wildlife Sanctuary	53957	4552
Someshwara Wildlife Sanctuary	Suratkal Beach	89566	6980
Someshwara Wildlife Sanctuary	Murdeshwar Beach	126280	9564
Someshwara Wildlife Sanctuary	Dharmasthala Sri Manjunatha Swamy Temple	102629	8635
Someshwara Wildlife Sanctuary	Kukke Subrahmanya	157005	12381
Murudeshwar Temple	Someshwara Wildlife Sanctuary	126616	9676
Someshwara Wildlife Sanctuary	Basaveshwara Temple Basavakalyan	670851	51432
Someshwara Wildlife Sanctuary	Shree Kshethra Rajarajeshwari Temple,Polali	85258	7331
Someshwara Wildlife Sanctuary	Bylakuppe Budda Temple	236366	19625
Someshwara Wildlife Sanctuary	Talakadu	350250	27592
Someshwara Wildlife Sanctuary	Sri Veeranarayana Swamy Temple	161566	14044
Someshwara Wildlife Sanctuary	Sri Gavi Gangadeshwara Temple	371837	26960
Someshwara Wildlife Sanctuary	Kotilingeshwara Temple	460883	33113
Krishna Temple Devasthan, Udupi	Someshwara Wildlife Sanctuary	47950	4331
Halebeedu Hoysaleswara Temple	Someshwara Wildlife Sanctuary	162498	13773
Someshwara Wildlife Sanctuary	Bidar	724634	53515
Bangalore Palace	Someshwara Wildlife Sanctuary	364170	26240
Someshwara Wildlife Sanctuary	Beluru Sri Chennakeshava Temple	146409	12614
Someshwara Wildlife Sanctuary	Chitradurga Fort	220206	17007
Bijapur	Someshwara Wildlife Sanctuary	472286	34841
Someshwara Wildlife Sanctuary	Badami	380199	28352
Someshwara Wildlife Sanctuary	Mysore Palace	305812	24727
Someshwara Wildlife Sanctuary	Somnathpur	322510	25838
Someshwara Wildlife Sanctuary	Pattadakal	401820	30021
Someshwara Wildlife Sanctuary	Hampi	311956	25736
Someshwara Wildlife Sanctuary	Bangalore Fort	372744	27115
Bellary Fort	Someshwara Wildlife Sanctuary	362067	27785
Someshwara Wildlife Sanctuary	Tipu Sultan's Summer Palace	372811	27094
Someshwara Wildlife Sanctuary	BR Hills	388963	31180
Someshwara Wildlife Sanctuary	Baba Budan Giri	164924	15935
Someshwara Wildlife Sanctuary	Basavakalyan Fort	671752	51564
Someshwara Wildlife Sanctuary	Horanadu Annapoorneshwari Temple	108235	9808
Kukke Subramanya Temple	Someshwara Wildlife Sanctuary	157005	12381
Someshwara Wildlife Sanctuary	Shivagange	327030	23886
Someshwara Wildlife Sanctuary	Aihole	414991	31157
Someshwara Wildlife Sanctuary	Gulbarga	605438	45395
Balmuri Falls	Someshwara Wildlife Sanctuary	295855	24113
Someshwara Wildlife Sanctuary	Triveni Sangama	1911033	122703
Someshwara Wildlife Sanctuary	Sri Nimishambha Temple	293621	23451
Someshwara Wildlife Sanctuary	Bheemeshwari	375826	27338
Shivanasamudra	Someshwara Wildlife Sanctuary	394698	28156
Someshwara Wildlife Sanctuary	Kumara Parvatha	203424	18052
Gokarna Beach	Marwanthe Beach	130836	9464
Gokarna Beach	Karwar Beach	61565	5086
Gokarna Beach	Malpe Beach	177471	12713
Gokarna Beach	Suratkal Beach	218733	15210
Gokarna Beach	Murdeshwar Beach	78894	6289
Gokarna Beach	Dharmasthala Sri Manjunatha Swamy Temple	282344	20605
Gokarna Beach	Kukke Subrahmanya	333446	24287
Gokarna Beach	Murudeshwar Temple	79230	6401
Gokarna Beach	Basaveshwara Temple Basavakalyan	540513	42776
Gokarna Beach	Shree Kshethra Rajarajeshwari Temple,Polali	240247	17406
Gokarna Beach	Bylakuppe Budda Temple	399281	30125
Gokarna Beach	Talakadu	497405	37738
Gokarna Beach	Sri Veeranarayana Swamy Temple	317164	24853
Gokarna Beach	Sri Gavi Gangadeshwara Temple	492325	34637
Gokarna Beach	Kotilingeshwara Temple	581371	40790
Gokarna Beach	Krishna Temple Devasthan, Udupi	176862	12552
Gokarna Beach	Halebeedu Hoysaleswara Temple	324284	25066
Gokarna Beach	Bidar	594296	44859
Gokarna Beach	Bangalore Palace	484658	33917
Gokarna Beach	Beluru Sri Chennakeshava Temple	328564	25496
Gokarna Beach	Chitradurga Fort	286244	22333
Gokarna Beach	Bijapur	341947	26186
Gokarna Beach	Badami	249860	19696
Gokarna Beach	Mysore Palace	452968	34873
Gokarna Beach	Somnathpur	469666	35984
Gokarna Beach	Pattadakal	271481	21365
Gokarna Beach	Hampi	310790	26871
Gokarna Beach	Bangalore Fort	493232	34792
Gokarna Beach	Bellary Fort	357124	30252
Gokarna Beach	Tipu Sultan's Summer Palace	493299	34771
Gokarna Beach	BR Hills	536119	41326
Gokarna Beach	Baba Budan Giri	326507	26469
Gokarna Beach	Basavakalyan Fort	541413	42908
Gokarna Beach	Horanadu Annapoorneshwari Temple	297248	22183
Gokarna Beach	Kukke Subramanya Temple	333446	24287
Gokarna Beach	Shivagange	445785	30966
Gokarna Beach	Aihole	284652	22501
Gokarna Beach	Gulbarga	475099	36739
Gokarna Beach	Balmuri Falls	443011	34259
Gokarna Beach	Triveni Sangama	1740762	121110
Gokarna Beach	Sri Nimishambha Temple	440777	33597
Gokarna Beach	Bheemeshwari	496314	35015
Gokarna Beach	Shivanasamudra	541853	38303
Gokarna Beach	Kumara Parvatha	379866	29958
Marwanthe Beach	Karwar Beach	165847	11491
Malpe Beach	Marwanthe Beach	58616	4070
Marwanthe Beach	Suratkal Beach	99879	6567
Marwanthe Beach	Murdeshwar Beach	50879	3658
Marwanthe Beach	Dharmasthala Sri Manjunatha Swamy Temple	163490	11963
Marwanthe Beach	Kukke Subrahmanya	214592	15644
Murudeshwar Temple	Marwanthe Beach	51215	3771
Basaveshwara Temple Basavakalyan	Marwanthe Beach	644763	49180
Shree Kshethra Rajarajeshwari Temple,Polali	Marwanthe Beach	121393	8763
Bylakuppe Budda Temple	Marwanthe Beach	280426	21483
Marwanthe Beach	Talakadu	413655	31417
Marwanthe Beach	Sri Veeranarayana Swamy Temple	224867	18284
Marwanthe Beach	Sri Gavi Gangadeshwara Temple	435138	31199
Marwanthe Beach	Kotilingeshwara Temple	524184	37353
Krishna Temple Devasthan, Udupi	Marwanthe Beach	58008	3910
Halebeedu Hoysaleswara Temple	Marwanthe Beach	225799	18012
Bidar	Marwanthe Beach	698546	51262
Bangalore Palace	Marwanthe Beach	427471	30479
Marwanthe Beach	Beluru Sri Chennakeshava Temple	209710	16853
Marwanthe Beach	Chitradurga Fort	271600	20655
Bijapur	Marwanthe Beach	446197	32589
Badami	Marwanthe Beach	354110	26100
Mysore Palace	Marwanthe Beach	364492	27939
Marwanthe Beach	Somnathpur	385811	30078
Marwanthe Beach	Pattadakal	375731	27768
Marwanthe Beach	Hampi	354179	28978
Marwanthe Beach	Bangalore Fort	436045	31355
Bellary Fort	Marwanthe Beach	413461	31433
Marwanthe Beach	Tipu Sultan's Summer Palace	436112	31333
Marwanthe Beach	BR Hills	452369	35004
Marwanthe Beach	Baba Budan Giri	228225	20174
Marwanthe Beach	Basavakalyan Fort	645663	49312
Marwanthe Beach	Horanadu Annapoorneshwari Temple	178394	13541
Kukke Subramanya Temple	Marwanthe Beach	214592	15644
Marwanthe Beach	Shivagange	390331	28126
Marwanthe Beach	Aihole	388902	28905
Marwanthe Beach	Gulbarga	579349	43143
Balmuri Falls	Marwanthe Beach	360645	27204
Marwanthe Beach	Triveni Sangama	1962427	126350
Marwanthe Beach	Sri Nimishambha Temple	356922	27691
Bheemeshwari	Marwanthe Beach	439127	31578
Shivanasamudra	Marwanthe Beach	457999	32396
Marwanthe Beach	Kumara Parvatha	261011	21315
Malpe Beach	Karwar Beach	226168	16218
Suratkal Beach	Karwar Beach	267430	18715
Murdeshwar Beach	Karwar Beach	127591	9794
Dharmasthala Sri Manjunatha Swamy Temple	Karwar Beach	331041	24110
Kukke Subrahmanya	Karwar Beach	382143	27792
Murudeshwar Temple	Karwar Beach	127927	9906
Basaveshwara Temple Basavakalyan	Karwar Beach	563223	43259
Shree Kshethra Rajarajeshwari Temple,Polali	Karwar Beach	288944	20911
Bylakuppe Budda Temple	Karwar Beach	447978	33630
Karwar Beach	Talakadu	596732	40313
Sri Veeranarayana Swamy Temple	Karwar Beach	354269	28119
Sri Gavi Gangadeshwara Temple	Karwar Beach	530457	36210
Kotilingeshwara Temple	Karwar Beach	619503	42363
Krishna Temple Devasthan, Udupi	Karwar Beach	225559	16057
Halebeedu Hoysaleswara Temple	Karwar Beach	361389	28332
Bidar	Karwar Beach	617006	45342
Bangalore Palace	Karwar Beach	522790	35489
Karwar Beach	Beluru Sri Chennakeshava Temple	377261	29001
Chitradurga Fort	Karwar Beach	324376	23905
Bijapur	Karwar Beach	364658	26669
Badami	Karwar Beach	272570	20180
Mysore Palace	Karwar Beach	490073	38139
Somnathpur	Karwar Beach	506771	39250
Pattadakal	Karwar Beach	294192	21848
Karwar Beach	Hampi	332214	27237
Karwar Beach	Bangalore Fort	531364	36365
Bellary Fort	Karwar Beach	380650	31925
Tipu Sultan's Summer Palace	Karwar Beach	531431	36343
BR Hills	Karwar Beach	573224	44592
Karwar Beach	Baba Budan Giri	363612	29735
Basavakalyan Fort	Karwar Beach	564123	43391
Karwar Beach	Horanadu Annapoorneshwari Temple	345945	25688
Kukke Subramanya Temple	Karwar Beach	382143	27792
Shivagange	Karwar Beach	483917	32539
Karwar Beach	Aihole	307362	22984
Gulbarga	Karwar Beach	497809	37222
Balmuri Falls	Karwar Beach	480116	37525
Triveni Sangama	Karwar Beach	1763473	121593
Karwar Beach	Sri Nimishambha Temple	477882	36864
Bheemeshwari	Karwar Beach	534446	36588
Shivanasamudra	Karwar Beach	598236	40362
Kumara Parvatha	Karwar Beach	428563	33463
Malpe Beach	Suratkal Beach	46672	3429
Malpe Beach	Murdeshwar Beach	101693	7278
Malpe Beach	Dharmasthala Sri Manjunatha Swamy Temple	110283	8825
Malpe Beach	Kukke Subrahmanya	161385	12507
Murudeshwar Temple	Malpe Beach	102029	7390
Malpe Beach	Basaveshwara Temple Basavakalyan	695576	52800
Malpe Beach	Shree Kshethra Rajarajeshwari Temple,Polali	68185	5625
Malpe Beach	Bylakuppe Budda Temple	227219	18345
Malpe Beach	Talakadu	360448	28279
Malpe Beach	Sri Veeranarayana Swamy Temple	201955	16939
Malpe Beach	Sri Gavi Gangadeshwara Temple	413924	29838
Malpe Beach	Kotilingeshwara Temple	502970	35992
Krishna Temple Devasthan, Udupi	Malpe Beach	6591	866
Halebeedu Hoysaleswara Temple	Malpe Beach	204586	16651
Malpe Beach	Bidar	749359	54882
Malpe Beach	Bangalore Palace	406257	29118
Malpe Beach	Beluru Sri Chennakeshava Temple	187691	15424
Malpe Beach	Chitradurga Fort	260595	19902
Bijapur	Malpe Beach	497011	36209
Malpe Beach	Badami	404923	29720
Malpe Beach	Mysore Palace	311284	24801
Malpe Beach	Somnathpur	345984	27351
Malpe Beach	Pattadakal	426545	31388
Malpe Beach	Hampi	352345	28631
Malpe Beach	Bangalore Fort	414832	29994
Bellary Fort	Malpe Beach	402456	30680
Malpe Beach	Tipu Sultan's Summer Palace	414898	29972
Malpe Beach	BR Hills	399162	31867
Malpe Beach	Baba Budan Giri	205313	18830
Malpe Beach	Basavakalyan Fort	696477	52932
Malpe Beach	Horanadu Annapoorneshwari Temple	125187	10403
Kukke Subramanya Temple	Malpe Beach	161385	12507
Malpe Beach	Shivagange	369117	26765
Malpe Beach	Aihole	439716	32525
Malpe Beach	Gulbarga	630163	46763
Malpe Beach	Balmuri Falls	307438	24066
Malpe Beach	Triveni Sangama	1951422	125598
Malpe Beach	Sri Nimishambha Temple	319280	25317
Malpe Beach	Bheemeshwari	417914	30217
Shivanasamudra	Malpe Beach	388399	30432
Malpe Beach	Kumara Parvatha	207804	18178
Murdeshwar Beach	Suratkal Beach	142981	9874
Dharmasthala Sri Manjunatha Swamy Temple	Suratkal Beach	85049	7640
Kukke Subrahmanya	Suratkal Beach	115892	9518
Murudeshwar Temple	Suratkal Beach	143317	9986
Basaveshwara Temple Basavakalyan	Suratkal Beach	736864	55396
Shree Kshethra Rajarajeshwari Temple,Polali	Suratkal Beach	28628	3197
Bylakuppe Budda Temple	Suratkal Beach	181726	15357
Suratkal Beach	Talakadu	314955	25291
Sri Veeranarayana Swamy Temple	Suratkal Beach	190488	16189
Sri Gavi Gangadeshwara Temple	Suratkal Beach	367166	26987
Kotilingeshwara Temple	Suratkal Beach	456212	33140
Krishna Temple Devasthan, Udupi	Suratkal Beach	43099	3255
Halebeedu Hoysaleswara Temple	Suratkal Beach	179352	15465
Bidar	Suratkal Beach	790647	57478
Bangalore Palace	Suratkal Beach	359498	26267
Suratkal Beach	Beluru Sri Chennakeshava Temple	162457	14238
Chitradurga Fort	Suratkal Beach	294891	22413
Bijapur	Suratkal Beach	538299	38805
Badami	Suratkal Beach	446212	32316
Mysore Palace	Suratkal Beach	265791	21813
Somnathpur	Suratkal Beach	300491	24362
Pattadakal	Suratkal Beach	467833	33984
Suratkal Beach	Hampi	386641	31141
Suratkal Beach	Bangalore Fort	368073	27142
Bellary Fort	Suratkal Beach	436752	33191
Tipu Sultan's Summer Palace	Suratkal Beach	368139	27121
BR Hills	Suratkal Beach	353669	28878
Suratkal Beach	Baba Budan Giri	193738	19108
Basavakalyan Fort	Suratkal Beach	737765	55528
Suratkal Beach	Horanadu Annapoorneshwari Temple	123464	10309
Kukke Subramanya Temple	Suratkal Beach	115892	9518
Shivagange	Suratkal Beach	322359	23913
Suratkal Beach	Aihole	481004	35121
Gulbarga	Suratkal Beach	671451	49358
Balmuri Falls	Suratkal Beach	261945	21078
Triveni Sangama	Suratkal Beach	1985718	128108
Suratkal Beach	Sri Nimishambha Temple	273787	22328
Bheemeshwari	Suratkal Beach	371155	27365
Shivanasamudra	Suratkal Beach	342906	27443
Kumara Parvatha	Suratkal Beach	162311	15189
Dharmasthala Sri Manjunatha Swamy Temple	Murdeshwar Beach	206589	15245
Kukke Subrahmanya	Murdeshwar Beach	257691	18927
Murudeshwar Temple	Murdeshwar Beach	414	151
Basaveshwara Temple Basavakalyan	Murdeshwar Beach	597022	46400
Shree Kshethra Rajarajeshwari Temple,Polali	Murdeshwar Beach	164492	12046
Bylakuppe Budda Temple	Murdeshwar Beach	323525	24765
Murdeshwar Beach	Talakadu	456754	34700
Sri Veeranarayana Swamy Temple	Murdeshwar Beach	267966	21566
Sri Gavi Gangadeshwara Temple	Murdeshwar Beach	478237	34482
Kotilingeshwara Temple	Murdeshwar Beach	567283	40635
Krishna Temple Devasthan, Udupi	Murdeshwar Beach	101107	7192
Halebeedu Hoysaleswara Temple	Murdeshwar Beach	268899	21295
Bidar	Murdeshwar Beach	650805	48482
Bangalore Palace	Murdeshwar Beach	470570	33762
Murdeshwar Beach	Beluru Sri Chennakeshava Temple	252809	20136
Chitradurga Fort	Murdeshwar Beach	293796	21881
Bijapur	Murdeshwar Beach	398457	29809
Badami	Murdeshwar Beach	306369	23320
Mysore Palace	Murdeshwar Beach	407591	31222
Somnathpur	Murdeshwar Beach	428910	33360
Pattadakal	Murdeshwar Beach	327991	24988
Murdeshwar Beach	Hampi	338021	28517
Murdeshwar Beach	Bangalore Fort	479144	34637
Bellary Fort	Murdeshwar Beach	384356	31899
Tipu Sultan's Summer Palace	Murdeshwar Beach	479211	34616
BR Hills	Murdeshwar Beach	495468	38287
Murdeshwar Beach	Baba Budan Giri	271324	23457
Basavakalyan Fort	Murdeshwar Beach	597923	46532
Murdeshwar Beach	Horanadu Annapoorneshwari Temple	221493	16823
Kukke Subramanya Temple	Murdeshwar Beach	257691	18927
Shivagange	Murdeshwar Beach	447731	31017
Murdeshwar Beach	Aihole	341162	26125
Gulbarga	Murdeshwar Beach	531609	40363
Balmuri Falls	Murdeshwar Beach	403745	30487
Triveni Sangama	Murdeshwar Beach	1797272	124734
Murdeshwar Beach	Sri Nimishambha Temple	400022	30973
Bheemeshwari	Murdeshwar Beach	482226	34860
Shivanasamudra	Murdeshwar Beach	501098	35678
Kumara Parvatha	Murdeshwar Beach	304111	24598
Kukke Subrahmanya	Dharmasthala Sri Manjunatha Swamy Temple	53768	4468
Murudeshwar Temple	Dharmasthala Sri Manjunatha Swamy Temple	206928	15440
Basaveshwara Temple Basavakalyan	Dharmasthala Sri Manjunatha Swamy Temple	733320	56229
Shree Kshethra Rajarajeshwari Temple,Polali	Dharmasthala Sri Manjunatha Swamy Temple	60145	5891
Bylakuppe Budda Temple	Dharmasthala Sri Manjunatha Swamy Temple	132455	12753
Dharmasthala Sri Manjunatha Swamy Temple	Talakadu	281625	22281
Sri Veeranarayana Swamy Temple	Dharmasthala Sri Manjunatha Swamy Temple	118046	10068
Sri Gavi Gangadeshwara Temple	Dharmasthala Sri Manjunatha Swamy Temple	303212	21648
Dharmasthala Sri Manjunatha Swamy Temple	Kotilingeshwara Temple	392259	27802
Krishna Temple Devasthan, Udupi	Dharmasthala Sri Manjunatha Swamy Temple	100903	8426
Halebeedu Hoysaleswara Temple	Dharmasthala Sri Manjunatha Swamy Temple	106910	9345
Bidar	Dharmasthala Sri Manjunatha Swamy Temple	787103	58311
Bangalore Palace	Dharmasthala Sri Manjunatha Swamy Temple	295545	20928
Dharmasthala Sri Manjunatha Swamy Temple	Beluru Sri Chennakeshava Temple	90015	8117
Chitradurga Fort	Dharmasthala Sri Manjunatha Swamy Temple	241426	20627
Bijapur	Dharmasthala Sri Manjunatha Swamy Temple	565281	41226
Badami	Dharmasthala Sri Manjunatha Swamy Temple	467936	35411
Mysore Palace	Dharmasthala Sri Manjunatha Swamy Temple	216520	19209
Dharmasthala Sri Manjunatha Swamy Temple	Somnathpur	253886	20527
Pattadakal	Dharmasthala Sri Manjunatha Swamy Temple	489557	37079
Dharmasthala Sri Manjunatha Swamy Temple	Hampi	384745	29877
Dharmasthala Sri Manjunatha Swamy Temple	Bangalore Fort	304120	21804
Bellary Fort	Dharmasthala Sri Manjunatha Swamy Temple	384621	30636
Tipu Sultan's Summer Palace	Dharmasthala Sri Manjunatha Swamy Temple	304186	21782
BR Hills	Dharmasthala Sri Manjunatha Swamy Temple	320339	25868
Dharmasthala Sri Manjunatha Swamy Temple	Baba Budan Giri	121296	12987
Basavakalyan Fort	Dharmasthala Sri Manjunatha Swamy Temple	734220	56361
Dharmasthala Sri Manjunatha Swamy Temple	Horanadu Annapoorneshwari Temple	90530	9804
Kukke Subramanya Temple	Dharmasthala Sri Manjunatha Swamy Temple	53768	4468
Shivagange	Dharmasthala Sri Manjunatha Swamy Temple	258405	18575
Dharmasthala Sri Manjunatha Swamy Temple	Aihole	488720	36615
Gulbarga	Dharmasthala Sri Manjunatha Swamy Temple	667906	50192
Balmuri Falls	Dharmasthala Sri Manjunatha Swamy Temple	212674	18474
Triveni Sangama	Dharmasthala Sri Manjunatha Swamy Temple	1929526	124410
Dharmasthala Sri Manjunatha Swamy Temple	Sri Nimishambha Temple	224997	18140
Bheemeshwari	Dharmasthala Sri Manjunatha Swamy Temple	307202	22027
Shivanasamudra	Dharmasthala Sri Manjunatha Swamy Temple	326074	22845
Kumara Parvatha	Dharmasthala Sri Manjunatha Swamy Temple	100188	10139
Murudeshwar Temple	Kukke Subrahmanya	258050	18974
Basaveshwara Temple Basavakalyan	Kukke Subrahmanya	751429	56442
Shree Kshethra Rajarajeshwari Temple,Polali	Kukke Subrahmanya	93463	7571
Bylakuppe Budda Temple	Kukke Subrahmanya	85752	9240
Kukke Subrahmanya	Talakadu	218981	19174
Kukke Subrahmanya	Sri Veeranarayana Swamy Temple	121330	10308
Kukke Subrahmanya	Sri Gavi Gangadeshwara Temple	285824	20253
Kukke Subrahmanya	Kotilingeshwara Temple	374871	26406
Krishna Temple Devasthan, Udupi	Kukke Subrahmanya	155273	12141
Halebeedu Hoysaleswara Temple	Kukke Subrahmanya	110194	9585
Bidar	Kukke Subrahmanya	954352	57652
Bangalore Palace	Kukke Subrahmanya	278157	19533
Kukke Subrahmanya	Beluru Sri Chennakeshava Temple	93522	8342
Kukke Subrahmanya	Chitradurga Fort	259535	20840
Bijapur	Kukke Subrahmanya	583390	41440
Badami	Kukke Subrahmanya	473276	37348
Mysore Palace	Kukke Subrahmanya	169817	15696
Kukke Subrahmanya	Somnathpur	204517	18246
Kukke Subrahmanya	Pattadakal	503583	37496
Kukke Subrahmanya	Hampi	402853	30090
Kukke Subrahmanya	Bangalore Fort	286732	20408
Bellary Fort	Kukke Subrahmanya	387905	30876
Kukke Subrahmanya	Tipu Sultan's Summer Palace	286798	20386
Kukke Subrahmanya	BR Hills	257695	22762
Kukke Subrahmanya	Baba Budan Giri	152057	14758
Kukke Subrahmanya	Basavakalyan Fort	752329	56574
Kukke Subrahmanya	Horanadu Annapoorneshwari Temple	142686	13825
Kukke Subramanya Temple	Kukke Subrahmanya	0	0
Kukke Subrahmanya	Shivagange	241017	17179
Kukke Subrahmanya	Aihole	506829	36829
Kukke Subrahmanya	Gulbarga	686015	50405
Balmuri Falls	Kukke Subrahmanya	165971	14961
Kukke Subrahmanya	Triveni Sangama	2002554	123279
Kukke Subrahmanya	Sri Nimishambha Temple	177813	16212
Bheemeshwari	Kukke Subrahmanya	289814	20631
Shivanasamudra	Kukke Subrahmanya	246932	21327
Kukke Subrahmanya	Kumara Parvatha	53485	6626
Murudeshwar Temple	Basaveshwara Temple Basavakalyan	597387	46534
Murudeshwar Temple	Shree Kshethra Rajarajeshwari Temple,Polali	164857	12179
Murudeshwar Temple	Bylakuppe Budda Temple	323890	24899
Murudeshwar Temple	Talakadu	457119	34833
Murudeshwar Temple	Sri Veeranarayana Swamy Temple	268331	21700
Murudeshwar Temple	Sri Gavi Gangadeshwara Temple	478602	34616
Murudeshwar Temple	Kotilingeshwara Temple	567648	40769
Murudeshwar Temple	Krishna Temple Devasthan, Udupi	101472	7326
Murudeshwar Temple	Halebeedu Hoysaleswara Temple	269263	21428
Murudeshwar Temple	Bidar	651170	48616
Murudeshwar Temple	Bangalore Palace	470934	33895
Murudeshwar Temple	Beluru Sri Chennakeshava Temple	253174	20270
Murudeshwar Temple	Chitradurga Fort	294161	22014
Murudeshwar Temple	Bijapur	398822	29943
Murudeshwar Temple	Badami	306734	23454
Murudeshwar Temple	Mysore Palace	407955	31355
Murudeshwar Temple	Somnathpur	429275	33494
Murudeshwar Temple	Pattadakal	328356	25122
Murudeshwar Temple	Hampi	338386	28651
Murudeshwar Temple	Bangalore Fort	479509	34771
Murudeshwar Temple	Bellary Fort	384721	32032
Murudeshwar Temple	Tipu Sultan's Summer Palace	479576	34749
Murudeshwar Temple	BR Hills	495833	38421
Murudeshwar Temple	Baba Budan Giri	271689	23591
Murudeshwar Temple	Basavakalyan Fort	598288	46666
Murudeshwar Temple	Horanadu Annapoorneshwari Temple	221858	16957
Murudeshwar Temple	Kukke Subramanya Temple	258056	19061
Murudeshwar Temple	Shivagange	448096	31151
Murudeshwar Temple	Aihole	341526	26259
Murudeshwar Temple	Gulbarga	531974	40496
Murudeshwar Temple	Balmuri Falls	404109	30620
Murudeshwar Temple	Triveni Sangama	1797637	124868
Murudeshwar Temple	Sri Nimishambha Temple	400386	31107
Murudeshwar Temple	Bheemeshwari	482591	34994
Murudeshwar Temple	Shivanasamudra	501463	35812
Murudeshwar Temple	Kumara Parvatha	304475	24732
Basaveshwara Temple Basavakalyan	Shree Kshethra Rajarajeshwari Temple,Polali	739546	57418
Basaveshwara Temple Basavakalyan	Bylakuppe Budda Temple	749637	56993
Basaveshwara Temple Basavakalyan	Talakadu	762151	53301
Basaveshwara Temple Basavakalyan	Sri Veeranarayana Swamy Temple	640366	47905
Basaveshwara Temple Basavakalyan	Sri Gavi Gangadeshwara Temple	729920	44068
Basaveshwara Temple Basavakalyan	Kotilingeshwara Temple	756062	46585
Krishna Temple Devasthan, Udupi	Basaveshwara Temple Basavakalyan	698900	52714
Halebeedu Hoysaleswara Temple	Basaveshwara Temple Basavakalyan	643629	48054
Basaveshwara Temple Basavakalyan	Bidar	82943	5848
Bangalore Palace	Basaveshwara Temple Basavakalyan	722610	42746
Basaveshwara Temple Basavakalyan	Beluru Sri Chennakeshava Temple	659812	49300
Basaveshwara Temple Basavakalyan	Chitradurga Fort	492478	37065
Bijapur	Basaveshwara Temple Basavakalyan	216521	17399
Basaveshwara Temple Basavakalyan	Badami	306807	25009
Basaveshwara Temple Basavakalyan	Mysore Palace	770952	53956
Basaveshwara Temple Basavakalyan	Somnathpur	764047	53131
Basaveshwara Temple Basavakalyan	Pattadakal	298356	24302
Basaveshwara Temple Basavakalyan	Hampi	363998	29886
Basaveshwara Temple Basavakalyan	Bangalore Fort	726866	43662
Bellary Fort	Basaveshwara Temple Basavakalyan	391115	31037
Basaveshwara Temple Basavakalyan	Tipu Sultan's Summer Palace	726583	43777
Basaveshwara Temple Basavakalyan	BR Hills	803975	57404
Basaveshwara Temple Basavakalyan	Baba Budan Giri	676871	51574
Basaveshwara Temple Basavakalyan	Basavakalyan Fort	1157	304
Basaveshwara Temple Basavakalyan	Horanadu Annapoorneshwari Temple	684374	54547
Kukke Subramanya Temple	Basaveshwara Temple Basavakalyan	753021	57354
Basaveshwara Temple Basavakalyan	Shivagange	750943	44997
Basaveshwara Temple Basavakalyan	Aihole	284926	23207
Basaveshwara Temple Basavakalyan	Gulbarga	82168	6072
Balmuri Falls	Basaveshwara Temple Basavakalyan	769300	53863
Basaveshwara Temple Basavakalyan	Triveni Sangama	1229409	82100
Basaveshwara Temple Basavakalyan	Sri Nimishambha Temple	756096	52474
Basaveshwara Temple Basavakalyan	Bheemeshwari	729017	43361
Shivanasamudra	Basaveshwara Temple Basavakalyan	763655	53350
Basaveshwara Temple Basavakalyan	Kumara Parvatha	754392	58172
Shree Kshethra Rajarajeshwari Temple,Polali	Bylakuppe Budda Temple	159327	13512
Shree Kshethra Rajarajeshwari Temple,Polali	Talakadu	292556	23446
Shree Kshethra Rajarajeshwari Temple,Polali	Sri Veeranarayana Swamy Temple	165604	14458
Shree Kshethra Rajarajeshwari Temple,Polali	Sri Gavi Gangadeshwara Temple	344766	25142
Shree Kshethra Rajarajeshwari Temple,Polali	Kotilingeshwara Temple	433813	31296
Krishna Temple Devasthan, Udupi	Shree Kshethra Rajarajeshwari Temple,Polali	64622	5446
Halebeedu Hoysaleswara Temple	Shree Kshethra Rajarajeshwari Temple,Polali	154468	13735
Shree Kshethra Rajarajeshwari Temple,Polali	Bidar	795728	59167
Bangalore Palace	Shree Kshethra Rajarajeshwari Temple,Polali	337099	24422
Shree Kshethra Rajarajeshwari Temple,Polali	Beluru Sri Chennakeshava Temple	137573	12508
Shree Kshethra Rajarajeshwari Temple,Polali	Chitradurga Fort	291300	22660
Bijapur	Shree Kshethra Rajarajeshwari Temple,Polali	543379	40494
Shree Kshethra Rajarajeshwari Temple,Polali	Badami	451292	34005
Shree Kshethra Rajarajeshwari Temple,Polali	Mysore Palace	243392	19968
Shree Kshethra Rajarajeshwari Temple,Polali	Somnathpur	278092	22518
Shree Kshethra Rajarajeshwari Temple,Polali	Pattadakal	472913	35673
Shree Kshethra Rajarajeshwari Temple,Polali	Hampi	383049	31388
Shree Kshethra Rajarajeshwari Temple,Polali	Bangalore Fort	345674	25298
